Timestamp,CumReturn,Drawdown,FactorValue,Volatility,AssetPrice,Position
20220831,0.00879372260057583,0,0.5,0.01,100.8793722600576,1
20260224,0.007293722600575831,-0.0014999999999999996,0.5,0.01,100.72937226005759,1
20260227,0.0057937226005758315,-0.002999999999999999,0.5,0.01,100.57937226005758,1
